BioProject,Run,Assay.Type,AvgSpotLen,Bases,BioSample,Bytes,Center.Name,Consent,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,Experiment,Instrument,Library.Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,SRA.Study,BioSampleModel,Tissue,Isolate,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,sex,Age,Biomaterial_provider,Strain,breeding_system,MiSeq_run_library,dev_stage,PHENOTYPE,collected_by,Breed,Host,Specimen_voucher,accession..run.,object_status..run.,study..run.,OLD_geo_loc_name,Cultivar,Ecotype,Investigation_type,BIOME,Depth,elev,env_package,feature,Label,lat_lon,material,project_name,lat,lon,counts
PRJNA247438,SRR1369948,WGS,502,1856480838,SAMN02839648,1234289212,ERDC-USACE,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX584850,Illumina MiSeq,Run20130806_G3-6LF-r2_EL2111_S2,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_3_EL2111,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130521_G3-LF-r1_EL2111_S8;Run20130528_G3-LF-r2_EL2111_S8;Run20130530_G3-LF-r3_EL2111_S8;Run20130617_G3-LF-r4_EL2111_S8;Run20130806_G3-6LF-r2_EL2111_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369949,WGS,502,1302686486,SAMN02839678,887415368,ERDC-USACE,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX584851,Illumina MiSeq,Run20130806_G3-6LF-r2_EL2116_S3,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_3_EL2116,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130521_G3-LF-r1_EL2116_S13;Run20130528_G3-LF-r2_EL2116_S13;Run20130530_G3-LF-r3_EL2116_S13;Run20130617_G3-LF-r4_EL2116_S13;Run20130806_G3-6LF-r2_EL2116_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369950,WGS,502,1677301978,SAMN02839680,1158783767,ERDC-USACE,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX584852,Illumina MiSeq,Run20130806_G3-6LF-r2_EL2117_S4,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_4_EL2117,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130521_G3-LF-r1_EL2117_S14;Run20130528_G3-LF-r2_EL2117_S14;Run20130530_G3-LF-r3_EL2117_S14;Run20130617_G3-LF-r4_EL2117_S14;Run20130806_G3-6LF-r2_EL2117_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369951,WGS,502,1231485316,SAMN02839654,856481532,ERDC-USACE,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX584853,Illumina MiSeq,Run20130806_G3-6LF-r2_EL2119_S5,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_1_EL2119,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2119_S16;Run20130528_G3-LF-r2_EL2119_S16;Run20130530_G3-LF-r3_EL2119_S16;Run20130617_G3-LF-r4_EL2119_S16;Run20130806_G3-6LF-r2_EL2119_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369952,WGS,502,1482134418,SAMN02839626,997777626,ERDC-USACE,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX584854,Illumina MiSeq,Run20130806_G3-6LF-r2_EL2139_S6,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ABS_14_EL2139,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Aquatic Biosystems\, Inc.\, Fort Collins\, CO",ABS,parthenogenetic female,Run20130521_G3-LF-r1_EL2139_S36;Run20130528_G3-LF-r2_EL2139_S36;Run20130530_G3-LF-r3_EL2139_S36;Run20130617_G3-LF-r4_EL2139_S36;Run20130806_G3-6LF-r2_EL2139_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369953,WGS,502,2096499086,SAMN02839668,1420563584,ERDC-USACE,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX584855,Illumina MiSeq,Run20130808_G3-6LF-r3_EL2106_S1,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_3_EL2106,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130521_G3-LF-r1_EL2106_S3;Run20130528_G3-LF-r2_EL2106_S3;Run20130530_G3-LF-r3_EL2106_S3;Run20130617_G3-LF-r4_EL2106_S3;Run20130808_G3-6LF-r3_EL2106_S1,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369954,WGS,502,1465319928,SAMN02839650,1004543149,ERDC-USACE,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX584856,Illumina MiSeq,Run20130808_G3-6LF-r3_EL2112_S2,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_4_EL2112,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130521_G3-LF-r1_EL2112_S9;Run20130528_G3-LF-r2_EL2112_S9;Run20130530_G3-LF-r3_EL2112_S9;Run20130617_G3-LF-r4_EL2112_S9;Run20130808_G3-6LF-r3_EL2112_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369955,WGS,502,1812449414,SAMN02839656,1265256047,ERDC-USACE,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX584857,Illumina MiSeq,Run20130808_G3-6LF-r3_EL2120_S5,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_2_EL2120,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2120_S17;Run20130528_G3-LF-r2_EL2120_S17;Run20130530_G3-LF-r3_EL2120_S17;Run20130617_G3-LF-r4_EL2120_S17;Run20130808_G3-6LF-r3_EL2120_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369956,WGS,502,1641949130,SAMN02839690,1101243097,ERDC-USACE,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX584858,Illumina MiSeq,Run20130808_G3-6LF-r3_EL2127_S3,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_4_EL2127,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2127_S24;Run20130528_G3-LF-r2_EL2127_S24;Run20130530_G3-LF-r3_EL2127_S24;Run20130617_G3-LF-r4_EL2127_S24;Run20130808_G3-6LF-r3_EL2127_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369957,WGS,502,1398001728,SAMN02839692,941010994,ERDC-USACE,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX584859,Illumina MiSeq,Run20130808_G3-6LF-r3_EL2128_S4,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_5_EL2128,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2128_S25;Run20130528_G3-LF-r2_EL2128_S25;Run20130530_G3-LF-r3_EL2128_S25;Run20130617_G3-LF-r4_EL2128_S25;Run20130808_G3-6LF-r3_EL2128_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369958,WGS,502,1501933298,SAMN02839624,1021177996,ERDC-USACE,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX584860,Illumina MiSeq,Run20130808_G3-6LF-r3_EL2138_S6,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ABS_7_EL2138,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Aquatic Biosystems\, Inc.\, Fort Collins\, CO",ABS,parthenogenetic female,Run20130521_G3-LF-r1_EL2138_S35;Run20130528_G3-LF-r2_EL2138_S35;Run20130530_G3-LF-r3_EL2138_S35;Run20130617_G3-LF-r4_EL2138_S35;Run20130808_G3-6LF-r3_EL2138_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369959,WGS,502,1401681388,SAMN02839670,1012542842,ERDC-USACE,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX584861,Illumina MiSeq,Run20130812_G3-6LF-r4_EL2107_S1,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_4_EL2107,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130521_G3-LF-r1_EL2107_S4;Run20130528_G3-LF-r2_EL2107_S4;Run20130530_G3-LF-r3_EL2107_S4;Run20130617_G3-LF-r4_EL2107_S4;Run20130812_G3-6LF-r4_EL2107_S1,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369960,WGS,502,781026158,SAMN02839652,559602917,ERDC-USACE,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX584862,Illumina MiSeq,Run20130812_G3-6LF-r4_EL2113_S2,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_5_EL2113,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130521_G3-LF-r1_EL2113_S10;Run20130528_G3-LF-r2_EL2113_S10;Run20130530_G3-LF-r3_EL2113_S10;Run20130617_G3-LF-r4_EL2113_S10;Run20130812_G3-6LF-r4_EL2113_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369961,WGS,502,908386068,SAMN02839686,645506459,ERDC-USACE,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX584863,Illumina MiSeq,Run20130812_G3-6LF-r4_EL2125_S3,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_2_EL2125,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2125_S22;Run20130528_G3-LF-r2_EL2125_S22;Run20130530_G3-LF-r3_EL2125_S22;Run20130617_G3-LF-r4_EL2125_S22;Run20130812_G3-6LF-r4_EL2125_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369962,WGS,502,1190104452,SAMN02839634,845560146,ERDC-USACE,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX584864,Illumina MiSeq,Run20130812_G3-6LF-r4_EL2129_S4,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_1_EL2129,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2129_S26;Run20130528_G3-LF-r2_EL2129_S26;Run20130530_G3-LF-r3_EL2129_S26;Run20130617_G3-LF-r4_EL2129_S26;Run20130812_G3-6LF-r4_EL2129_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369963,WGS,502,1888824698,SAMN02839628,1352169708,ERDC-USACE,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX584865,Illumina MiSeq,Run20130812_G3-6LF-r4_EL2134_S5,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,BEL_1_EL2134,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"EPBI\, Belgium",BEL,parthenogenetic female,Run20130521_G3-LF-r1_EL2134_S31;Run20130528_G3-LF-r2_EL2134_S31;Run20130530_G3-LF-r3_EL2134_S31;Run20130617_G3-LF-r4_EL2134_S31;Run20130812_G3-6LF-r4_EL2134_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369964,WGS,502,1555099616,SAMN02839630,1115114417,ERDC-USACE,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX584866,Illumina MiSeq,Run20130812_G3-6LF-r4_EL2135_S6,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,BEL_9_EL2135,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"EPBI\, Belgium",BEL,parthenogenetic female,Run20130521_G3-LF-r1_EL2135_S32;Run20130528_G3-LF-r2_EL2135_S32;Run20130530_G3-LF-r3_EL2135_S32;Run20130617_G3-LF-r4_EL2135_S32;Run20130812_G3-6LF-r4_EL2135_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369965,WGS,502,1782920770,SAMN02839672,1237481282,ERDC-USACE,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX584867,Illumina MiSeq,Run20130816_G3-6LF-r5_EL2108_S1,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_5_EL2108,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130521_G3-LF-r1_EL2108_S5;Run20130528_G3-LF-r2_EL2108_S5;Run20130530_G3-LF-r3_EL2108_S5;Run20130617_G3-LF-r4_EL2108_S5;Run20130816_G3-6LF-r5_EL2108_S1,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369966,WGS,502,1660107976,SAMN02839658,1168955252,ERDC-USACE,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX584868,Illumina MiSeq,Run20130816_G3-6LF-r5_EL2121_S2,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_3_EL2121,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2121_S18;Run20130528_G3-LF-r2_EL2121_S18;Run20130530_G3-LF-r3_EL2121_S18;Run20130617_G3-LF-r4_EL2121_S18;Run20130816_G3-6LF-r5_EL2121_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369967,WGS,502,1320819730,SAMN02839662,935479161,ERDC-USACE,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX584869,Illumina MiSeq,Run20130816_G3-6LF-r5_EL2123_S3,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_5_EL2123,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2123_S20;Run20130528_G3-LF-r2_EL2123_S20;Run20130530_G3-LF-r3_EL2123_S20;Run20130617_G3-LF-r4_EL2123_S20;Run20130816_G3-6LF-r5_EL2123_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369968,WGS,502,1348887554,SAMN02839640,931951060,ERDC-USACE,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX584870,Illumina MiSeq,Run20130816_G3-6LF-r5_EL2132_S4,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_4_EL2132,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2132_S29;Run20130528_G3-LF-r2_EL2132_S29;Run20130530_G3-LF-r3_EL2132_S29;Run20130617_G3-LF-r4_EL2132_S29;Run20130816_G3-6LF-r5_EL2132_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369969,WGS,502,1468364558,SAMN02839632,1026161962,ERDC-USACE,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX584871,Illumina MiSeq,Run20130816_G3-6LF-r5_EL2136_S5,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,BEL_13_EL2136,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"EPBI\, Belgium",BEL,parthenogenetic female,Run20130521_G3-LF-r1_EL2136_S33;Run20130528_G3-LF-r2_EL2136_S33;Run20130530_G3-LF-r3_EL2136_S33;Run20130617_G3-LF-r4_EL2136_S33;Run20130816_G3-6LF-r5_EL2136_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369970,WGS,502,1875959442,SAMN02839622,1320461179,ERDC-USACE,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX584872,Illumina MiSeq,Run20130816_G3-6LF-r5_EL2137_S6,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ABS_3_EL2137,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Aquatic Biosystems\, Inc.\, Fort Collins\, CO",ABS,parthenogenetic female,Run20130521_G3-LF-r1_EL2137_S34;Run20130528_G3-LF-r2_EL2137_S34;Run20130530_G3-LF-r3_EL2137_S34;Run20130617_G3-LF-r4_EL2137_S34;Run20130816_G3-6LF-r5_EL2137_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369971,WGS,502,844174244,SAMN02839644,565070128,ERDC-USACE,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX584873,Illumina MiSeq,Run20130822_G3-6LF-r6_EL2109_S1,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_1_EL2109,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130521_G3-LF-r1_EL2109_S6;Run20130528_G3-LF-r2_EL2109_S6;Run20130530_G3-LF-r3_EL2109_S6;Run20130617_G3-LF-r4_EL2109_S6;Run20130822_G3-6LF-r6_EL2109_S1,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369972,WGS,502,1016072096,SAMN02839674,670293218,ERDC-USACE,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX584874,Illumina MiSeq,Run20130822_G3-6LF-r6_EL2114_S2,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_1_EL2114,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130521_G3-LF-r1_EL2114_S11;Run20130528_G3-LF-r2_EL2114_S11;Run20130530_G3-LF-r3_EL2114_S11;Run20130617_G3-LF-r4_EL2114_S11;Run20130822_G3-6LF-r6_EL2114_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369973,WGS,502,1058629146,SAMN02839660,722445367,ERDC-USACE,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX584875,Illumina MiSeq,Run20130822_G3-6LF-r6_EL2122_S3,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_4_EL2122,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2122_S19;Run20130528_G3-LF-r2_EL2122_S19;Run20130530_G3-LF-r3_EL2122_S19;Run20130617_G3-LF-r4_EL2122_S19;Run20130822_G3-6LF-r6_EL2122_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369974,WGS,502,1249130114,SAMN02839684,834373832,ERDC-USACE,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX584876,Illumina MiSeq,Run20130822_G3-6LF-r6_EL2124_S4,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_1_EL2124,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2124_S21;Run20130528_G3-LF-r2_EL2124_S21;Run20130530_G3-LF-r3_EL2124_S21;Run20130617_G3-LF-r4_EL2124_S21;Run20130822_G3-6LF-r6_EL2124_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369975,WGS,502,955349172,SAMN02839636,629905060,ERDC-USACE,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX584877,Illumina MiSeq,Run20130822_G3-6LF-r6_EL2130_S5,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_2_EL2130,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2130_S27;Run20130528_G3-LF-r2_EL2130_S27;Run20130530_G3-LF-r3_EL2130_S27;Run20130617_G3-LF-r4_EL2130_S27;Run20130822_G3-6LF-r6_EL2130_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369976,WGS,502,858582648,SAMN02839638,571020823,ERDC-USACE,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX584878,Illumina MiSeq,Run20130822_G3-6LF-r6_EL2131_S6,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_3_EL2131,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2131_S28;Run20130528_G3-LF-r2_EL2131_S28;Run20130530_G3-LF-r3_EL2131_S28;Run20130617_G3-LF-r4_EL2131_S28;Run20130822_G3-6LF-r6_EL2131_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369977,WGS,302,2532270,SAMN02839665,1397850,ERDC-USACE,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX584879,Illumina MiSeq,Run20130827_G3-SF-r3_EL2104s_S1,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_1_EL2104s,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130523_G3-SF-r1_EL2104s_S1;Run20130524_G3-SF-r2_EL2104s_S1;Run20130827_G3-SF-r3_EL2104s_S1;Run20130903_G3-SF-r4_EL2104s_S1;Run20130905_G3-SF-r5_EL2104s_S1,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369978,WGS,302,131700086,SAMN02839667,68610258,ERDC-USACE,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX584880,Illumina MiSeq,Run20130827_G3-SF-r3_EL2105s_S2,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_2_EL2105s,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130523_G3-SF-r1_EL2105s_S2;Run20130524_G3-SF-r2_EL2105s_S2;Run20130827_G3-SF-r3_EL2105s_S2;Run20130903_G3-SF-r4_EL2105s_S2;Run20130905_G3-SF-r5_EL2105s_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369979,WGS,302,98982312,SAMN02839669,51883370,ERDC-USACE,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX584881,Illumina MiSeq,Run20130827_G3-SF-r3_EL2106s_S3,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_3_EL2106s,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130523_G3-SF-r1_EL2106s_S3;Run20130524_G3-SF-r2_EL2106s_S3;Run20130827_G3-SF-r3_EL2106s_S3;Run20130903_G3-SF-r4_EL2106s_S3;Run20130905_G3-SF-r5_EL2106s_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369980,WGS,302,120711514,SAMN02839671,63918403,ERDC-USACE,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX584882,Illumina MiSeq,Run20130827_G3-SF-r3_EL2107s_S4,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_4_EL2107s,SRP041981,Model organism or animal,whole animal,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130523_G3-SF-r1_EL2107s_S4;Run20130524_G3-SF-r2_EL2107s_S4;Run20130827_G3-SF-r3_EL2107s_S4;Run20130903_G3-SF-r4_EL2107s_S4;Run20130905_G3-SF-r5_EL2107s_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
